id,parameter_set_id,source,qualifier,amount,units
49321,4542,Incentive,min,600.0000,$
49322,4542,Incentive,,0.0200,$/kWh
49323,4543,Incentive,max,600.0000,$
49324,4543,Incentive,min,300.0000,$
49325,4543,Incentive,,0.0200,$/kWh
49326,7529,Incentive,max,150.0000,$/Unit
49327,7529,Incentive,max,2.0000,
49328,7530,Incentive,min,350.0000,$/Unit
49329,7530,Incentive,max,650.0000,$/Unit
49330,3617,Incentive,max,20000.0000,$
49331,3617,Incentive,max,50.0000,"% of cost"
49332,3629,Incentive,min,1.5000,$/horsepower
49333,3629,Incentive,max,8.0000,$/horsepower
49334,3630,Incentive,max,50.0000,%
49335,3630,Incentive,max,6800.0000,$
49336,3630,Incentive,min,1600.0000,$
49337,3633,Incentive,min,30.0000,$/Unit
49338,3633,Incentive,max,350.0000,$/Unit
49339,6248,Incentive,,50.0000,"% of cost"
49340,6248,Incentive,max,8.0000,$/bulb
49341,6248,Incentive,max,50.0000,
49342,6251,Incentive,,60.0000,$/Unit
49343,7531,Incentive,max,450.0000,$/ton
49344,7531,Incentive,max,700.0000,$/ton
49345,7532,Incentive,,100.0000,$/Unit
49346,7532,Incentive,max,2.0000,
49347,7533,Incentive,min,900.0000,$/Unit
49348,7533,Incentive,max,2800.0000,$/Unit
49349,7533,Incentive,max,50.0000,"% of cost"
49350,7534,Incentive,,100.0000,$/Unit
49351,7535,Incentive,min,25.0000,$/Unit
49352,7535,Incentive,max,100.0000,$/Unit
49353,7536,Incentive,,50.0000,"% of cost"
49354,7536,Incentive,max,1000.0000,$
49355,6137,Incentive,,1800.0000,$
49356,2368,Incentive,,0.3000,"$/first year kWh savings"
49357,2542,Incentive,,0.4000,"$/first year kWh savings"
49374,4475,Incentive,min,100.0000,$
49375,4475,Incentive,max,500.0000,$
49376,2007,Incentive,,18.5900,"$/therm displaced"
49377,2007,Incentive,max,2719.0000,$
49378,2008,Incentive,,14.5300,"$/therm displaced"
49379,2008,Incentive,max,100000.0000,$
49380,6072,Incentive,,19.2300,"$/therm displaced"
49381,6072,Incentive,max,100000.0000,$
49382,1555,Incentive,max,8.0000,$/MBTUh
49383,1555,Incentive,min,2.0000,$/MBTUh
49384,1556,Incentive,,4.0000,$/MBTUh
49385,1557,Incentive,,500.0000,$/ton
49386,6377,Incentive,,5.0000,$/MBTUh
49387,6378,Incentive,,4.0000,$/MBTUh
49388,1641,Incentive,min,5.0000,$/Unit
49389,1641,Incentive,max,180.0000,$/Unit
49390,1642,Incentive,min,70.0000,$/ton
49391,1642,Incentive,max,150.0000,$/ton
49392,1643,Incentive,,200.0000,$/Unit
49393,269,System,min,100.0000,kW
49394,269,System,max,100.0000,kW
49395,270,System,max,2000.0000,kW
49396,270,Incentive,max,126.0000,$
49397,1377,Incentive,,400.0000,$/Unit
49398,5677,Incentive,min,250.0000,$/Unit
49399,5677,Incentive,max,2000.0000,$/Unit
49400,5678,Incentive,min,500.0000,$/Unit
49401,5678,Incentive,max,1500.0000,$/Unit
49402,7454,Incentive,,250.0000,$/Unit
49403,3509,Incentive,min,200.0000,$/ton
49404,3509,Incentive,max,600.0000,$/ton
49405,3511,Incentive,min,150.0000,$/ton
49406,3511,Incentive,max,450.0000,$/ton
49407,3512,Incentive,min,250.0000,$/Unit
49408,3514,Incentive,max,650.0000,$/Unit
49409,7353,Incentive,,300.0000,$
49420,2637,Incentive,max,250.0000,$/horsepower
49421,2637,Incentive,min,100.0000,$/horsepower
49422,2638,Incentive,max,50.0000,"% of cost"
49423,7538,Incentive,min,0.1500,$/W
49424,7538,Incentive,max,0.4500,$/W
49425,7539,Incentive,,5.0000,$/ton
49426,7540,Incentive,min,50.0000,$/Unit
49427,7540,Incentive,max,2000.0000,$/Unit
49428,7541,Incentive,min,100.0000,$/Unit
49429,7541,Incentive,max,250.0000,$/Unit
49432,6783,System,max,5000.0000,kW-AC
49433,3672,Incentive,min,5.0000,$/Unit
49434,3672,Incentive,max,225.0000,$
49435,3673,Incentive,min,50.0000,$/ton
49436,3673,Incentive,max,250.0000,$
49437,3674,Incentive,max,30.0000,"% of cost"
49438,3674,Incentive,max,25000.0000,$
49439,3249,Incentive,max,50.0000,"% of cost"
49440,2511,Incentive,,500.0000,$/Unit
49446,2271,Incentive,,250.0000,$/kW
49447,2271,Incentive,max,2500.0000,$
49449,1766,System,max,25.0000,kW
49450,4510,Incentive,,1.5000,"$/square foot"
49451,4511,Incentive,,100.0000,"% of cost"
49452,4511,Incentive,max,500.0000,$
49453,4512,Incentive,min,90.0000,$
49454,4512,Incentive,max,1630.0000,$
49455,4513,Incentive,,100.0000,"% of cost"
49456,4513,Incentive,max,100.0000,$
49457,4514,Incentive,,90.0000,$
49458,4515,Incentive,min,0.1000,"$/square foot"
49459,6710,Incentive,,100.0000,"% of cost"
49460,6710,Incentive,max,900.0000,$
49476,1846,Incentive,max,5000.0000,$
49477,1890,Incentive,max,20000.0000,$
49478,2035,Incentive,,1.2000,$/W
49479,2035,Incentive,max,12000.0000,$
49483,7544,Incentive,,1200.0000,$/kW
49484,7544,Incentive,max,50.0000,"% of cost"
49485,7545,Incentive,,100.0000,%
49486,7546,Incentive,,10.0000,"% of cost"
49492,1913,System,max,500.0000,kW-AC
49493,1913,Incentive,max,0.2000,$/W
49494,1915,Incentive,max,120.0000,$/BTU
49495,1915,Incentive,min,70.0000,$/BTU
49496,1915,System,max,100.0000,kW-AC
49497,5635,Incentive,min,1500.0000,$
49498,5635,Incentive,max,1900.0000,$
49499,7547,Incentive,,1.2000,$/W
49500,7547,Incentive,max,50.0000,"% of cost"
49501,7548,Incentive,,0.1000,$/W
49502,7548,Incentive,max,25.0000,"% of cost"
49503,7548,Incentive,max,1000.0000,$
49504,7549,Incentive,,0.3000,$/W
49505,7549,Incentive,max,3000.0000,$
49506,6774,Incentive,,30.0000,"% of cost"
49507,6875,Incentive,max,7500.0000,$/Unit
49508,6876,Incentive,max,5000.0000,$/Unit
49509,6866,Incentive,,3500.0000,$
49510,6867,Incentive,,1500.0000,$
49511,6874,Incentive,max,60.0000,"% of cost"
49512,6874,Incentive,max,50000.0000,$
49513,6816,Incentive,max,100000.0000,$
49514,6814,Incentive,min,2500.0000,$
49515,6814,Incentive,max,4000.0000,$
49516,6815,Incentive,min,1500.0000,$
49517,6815,Incentive,max,3000.0000,$
49518,6817,Incentive,,25.0000,"% of cost"
49519,6817,Incentive,max,5000.0000,$
49520,7035,Incentive,,10.0000,"% of cost"
49521,7035,Incentive,max,2500.0000,$
49523,7550,Incentive,,100.0000,%
49535,6775,Incentive,,30.0000,"% of cost"
49536,2071,Incentive,,15.0000,%
49537,2071,Incentive,max,1000.0000,$
49543,1022,Incentive,,175.0000,$/kW
49544,1023,Incentive,min,40.0000,$/Unit
49545,1023,Incentive,max,60.0000,$
49546,1024,Incentive,min,0.1500,"$/square foot"
49547,1024,Incentive,max,0.3500,"$/square foot"
49594,1260,Incentive,,25.0000,$/Unit
49595,1261,Incentive,,500.0000,$/ton
49596,1262,Incentive,,300.0000,$/ton
49597,5961,Incentive,min,150.0000,$/Unit
49598,5961,Incentive,max,300.0000,$/Unit
49600,5313,Incentive,min,145.0000,$/Unit
49601,5313,Incentive,max,250.0000,$/Unit
49602,5315,Incentive,min,350.0000,$
49603,5315,Incentive,max,500.0000,$
49604,5316,Incentive,,1.0000,"$/square foot"
49605,5317,Incentive,min,0.1000,"$/square foot"
49606,5317,Incentive,max,0.4500,"$/square foot"
49607,6211,Incentive,,75.0000,$/Unit
49608,7551,Incentive,,200.0000,$/Unit
49609,7552,Incentive,,200.0000,$/Unit
49610,7553,Incentive,,450.0000,$/Unit
49615,6784,Incentive,min,7500.0000,$
49616,6784,Incentive,max,90000.0000,$
49625,3783,Incentive,,45.0000,"% of cost"
49626,3783,Incentive,max,12000.0000,$
49627,5625,Incentive,,50.0000,"% of cost"
49628,5625,Incentive,max,27000.0000,$
49629,5626,Incentive,,40.0000,"% of cost"
49630,5626,Incentive,max,22000.0000,$
49631,5627,Incentive,max,16500.0000,$
49632,4410,Incentive,min,500.0000,$
49633,4410,Incentive,max,1750.0000,$
49634,4411,Incentive,min,2000.0000,$
49635,4411,Incentive,max,3250.0000,$
49636,3587,Incentive,max,101500.0000,$
49637,3780,Incentive,,625.0000,$/Unit
49638,3780,Incentive,max,2500.0000,$
49639,5628,Incentive,max,6000.0000,$
49640,5628,Incentive,min,800.0000,$/Unit
49641,5629,Incentive,,625.0000,$/Unit
49642,5629,Incentive,max,12500.0000,$
49643,5630,Incentive,,800.0000,$/Unit
49644,5630,Incentive,max,16000.0000,$
49645,5631,Incentive,max,30000.0000,$
49646,2734,Incentive,,50.0000,%
49671,1273,Incentive,,25.0000,$/Unit
49672,1274,Incentive,,300.0000,$/ton
49673,1275,Incentive,,500.0000,$/ton
49674,5949,Incentive,min,150.0000,$/Unit
49675,5949,Incentive,max,300.0000,$/Unit
49676,7556,Incentive,,0.5000,$/Unit
49681,2042,Incentive,,40.0000,"% of cost"
49682,2042,Incentive,max,10.0000,$
49683,1257,Incentive,,30.0000,$/horsepower
49684,1258,Incentive,min,25.0000,$/Unit
49685,1258,Incentive,max,500.0000,$
49686,7557,Incentive,,200.0000,$/Unit
49687,7558,Incentive,,40.0000,"% of cost"
49688,7558,Incentive,max,65.0000,$
49694,2619,Incentive,,75.0000,$/Unit
49695,7554,Incentive,max,500.0000,$
49696,7555,Incentive,min,10.0000,"% of cost"
49697,7555,Incentive,max,20.0000,"% of cost"
49698,7559,Incentive,,50.0000,$
49716,3700,Incentive,max,500.0000,$
49717,3700,Incentive,min,200.0000,$
49718,3701,Incentive,max,800.0000,$
49719,3701,Incentive,min,200.0000,$
49720,6230,Incentive,,50.0000,$
49721,6231,Incentive,,25.0000,$
49722,6232,Incentive,,100.0000,$
49723,6233,Incentive,max,300.0000,$
49724,6233,Incentive,min,150.0000,$
49725,6234,Incentive,,100.0000,$
49726,7560,Incentive,,250.0000,$
49727,7561,Incentive,,50.0000,"% of cost"
49728,7561,Incentive,max,150.0000,$
49729,7562,Incentive,,50.0000,"% of cost"
49730,7562,Incentive,max,400.0000,$
49731,7563,Incentive,,50.0000,"% of cost"
49732,7563,Incentive,max,800.0000,$
49733,1899,Incentive,,300.0000,$/Unit
49734,1900,Incentive,max,250.0000,$
49735,1901,Incentive,max,175.0000,$
49736,6227,Incentive,,400.0000,$
49737,6228,Incentive,,350.0000,$
49738,6229,Incentive,,125.0000,$
49739,1928,Incentive,,300.0000,$/Unit
49740,1929,Incentive,,350.0000,$/Unit
49741,6224,Incentive,min,50.0000,$
49742,6224,Incentive,max,100.0000,$
49743,6225,Incentive,,100.0000,"% of cost"
49744,6226,Incentive,min,25.0000,$/Unit
49745,6226,Incentive,max,75.0000,$/Unit
49746,1923,Incentive,,20.0000,$/Unit
49747,1923,Incentive,max,100.0000,$
49748,6222,Incentive,,400.0000,$
49749,6223,Incentive,,75.0000,$/Unit
49750,6223,Incentive,max,150.0000,$
49751,7564,Incentive,,30.0000,"$/square foot"
49752,7564,Incentive,max,450.0000,$
49753,4668,Incentive,,250.0000,$
49754,4669,Incentive,,2000.0000,$
49755,4670,Incentive,min,600.0000,$
49756,4670,Incentive,max,800.0000,$
49757,3791,Incentive,min,150.0000,$/Unit
49758,3791,Incentive,max,250.0000,$
49759,2041,Incentive,,3000.0000,$/Unit
49760,3797,Incentive,min,200.0000,$/Unit
49761,3797,Incentive,max,400.0000,$
49769,3010,Incentive,,50.0000,$/Unit
49770,3011,Incentive,max,500.0000,$
49771,6660,Incentive,,50.0000,$/Unit
49772,6661,Incentive,,150.0000,$/ton
49773,6662,Incentive,min,150.0000,$/ton
49774,6662,Incentive,max,300.0000,$/ton
49775,7565,Incentive,,250.0000,$/Unit
49786,3143,Incentive,,0.0100,$/BTU
49787,3143,Incentive,max,600.0000,$
49788,3144,Incentive,,175.0000,$/Unit
49789,3145,Incentive,min,0.1100,"$/square foot"
49790,3145,Incentive,max,600.0000,$
49791,3146,Incentive,,0.4400,"$/square foot"
49792,3146,Incentive,max,440.0000,$
49793,5841,Incentive,,0.2800,"$/square foot"
49794,5841,Incentive,max,600.0000,$
49795,5842,Incentive,,250.0000,$
49796,6213,Incentive,,0.0400,$/W
49797,6214,Incentive,,50.0000,$/Unit
49798,6215,Incentive,,40.0000,$/horsepower
49799,6216,Incentive,,1000.0000,$
49800,6217,Incentive,,50.0000,$/Unit
49801,6218,Incentive,min,10.0000,$/Unit
49802,6218,Incentive,max,25.0000,$/Unit
49803,6219,Incentive,min,45.0000,$
49804,6219,Incentive,max,125.0000,$
49805,6220,Incentive,,50.0000,$/Unit
49806,6221,Incentive,,80.0000,$/ton
49820,1880,Incentive,min,400.0000,$/Unit
49821,1880,Incentive,max,600.0000,$/Unit
49822,1881,Incentive,min,200.0000,$/Unit
49823,1881,Incentive,max,400.0000,$/Unit
49824,6212,Incentive,,150.0000,$/Unit
49825,7566,Incentive,,800.0000,$/Unit
49826,7567,Incentive,,200.0000,$/Unit
49827,7568,Incentive,,250.0000,$/Unit
49828,7568,Incentive,max,1500.0000,$
49829,7569,Incentive,,50.0000,"% of cost"
49830,7569,Incentive,max,150.0000,$
49831,7570,Incentive,,50.0000,"% of cost"
49832,7570,Incentive,max,800.0000,$
49903,1850,System,max,15.0000,kW-DC
49904,1850,Incentive,,0.3105,"$/kWh (15 years)"
49905,1851,System,min,16.0000,kW-DC
49906,1851,System,max,25.0000,kW-DC
49907,1851,Incentive,,0.2755,"$/kWh (20 years)"
49908,1852,System,min,26.0000,kW-DC
49909,1852,System,max,250.0000,kW-DC
49910,1852,Incentive,,0.2445,"$/kWh (20 years)"
49911,1853,System,min,251.0000,kW-DC
49912,1853,System,max,500.0000,kW-DC
49913,1853,Incentive,,0.1925,"$/kWh (20 years)"
49914,1854,System,min,501.0000,kW-DC
49915,1854,System,max,999.0000,kW-DC
49916,1854,Incentive,,0.1575,"$/kWh (20 years)"
49917,1855,System,max,5000.0000,kW-DC
49918,1855,Incentive,,0.2240,"$/kWh (20 years)"
49919,1856,System,min,1000.0000,kW
49920,1856,System,max,5000.0000,kW
49921,1856,Incentive,,0.2460,"$/kWh (20 years)"
49922,1858,System,max,5000.0000,kW
49923,1858,Incentive,,0.3715,"$/kWh (20 years)"
49924,1859,System,max,5000.0000,kW
49925,1859,Incentive,,0.2555,"$/kWh (20 years)"
49926,7505,System,min,1000.0000,kW-DC
49927,7505,System,max,5000.0000,kW-DC
49928,7505,Incentive,,0.1095,"$/kWh (20 years)"
49929,7506,System,min,251.0000,kW-DC
49930,7506,System,max,500.0000,kW-DC
49931,7506,Incentive,,0.2214,"$/kWh (20 years)"
49932,7507,System,min,501.0000,kW-DC
49933,7507,System,max,999.0000,kW-DC
49934,7507,Incentive,,0.1811,"$/kWh (20 years)"
49935,7508,System,min,1000.0000,kW-DC
49936,7508,System,max,5000.0000,kW-DC
49937,7508,Incentive,,0.1259,"$/kWh (20 years)"
49940,3148,Incentive,max,300.0000,$
49941,3148,Incentive,,0.0900,"$/square foot"
49942,3149,Incentive,,200.0000,$
49943,3151,Incentive,,150.0000,$/kW
49944,3151,Incentive,max,5000.0000,$
49945,3152,Incentive,max,250.0000,$
49946,5843,Incentive,,25.0000,"% of cost"
49947,5843,Incentive,max,325.0000,$
49948,6664,Incentive,,50.0000,"% of cost"
49949,6664,Incentive,max,100.0000,$
49950,7571,Incentive,,100.0000,$
49951,7572,Incentive,,100.0000,$
49952,4578,Incentive,min,1200.0000,$
49953,4578,Incentive,max,1400.0000,$
49954,7573,Incentive,min,500.0000,$
49955,7573,Incentive,max,1100.0000,$
49956,4579,Incentive,min,0.0600,"$/square foot"
49957,4579,Incentive,max,2.0000,"$/square foot"
49958,4580,Incentive,,6.0000,"$/square foot"
49959,4582,Incentive,,40.0000,$/Unit
49960,4583,Incentive,min,500.0000,$
49961,4583,Incentive,max,1100.0000,$
49962,5883,Incentive,,250.0000,$
49963,5884,Incentive,,100.0000,$
49964,5885,Incentive,,30.0000,$
49966,260,Incentive,,100.7400,$/Unit
49967,243,Incentive,,98.1800,$/Unit
49968,4361,Incentive,min,250.0000,$/Unit
49969,4361,Incentive,max,900.0000,$/Unit
49970,4362,Incentive,min,700.0000,$/Unit
49971,4362,Incentive,max,1800.0000,$/Unit
49972,4363,Incentive,min,250.0000,$/Unit
49973,4363,Incentive,max,700.0000,$/Unit
49974,7052,Incentive,,100.0000,$
49975,7053,Incentive,,550.0000,$
49976,359,Incentive,max,6000.0000,$
49977,359,Incentive,max,5.0000,Years
49978,7003,Incentive,,100.0000,"% of cost"
49979,2393,Incentive,,0.8000,$/W
49980,2393,Incentive,max,8000.0000,$
49981,2394,Incentive,,1.5000,$/W
49982,2394,Incentive,max,55000.0000,$
49983,2395,Incentive,,1.0000,"$/first year kWh savings"
49984,2395,Incentive,max,5000.0000,$
49985,2396,Incentive,,800.0000,$/ton
49986,2396,Incentive,max,5000.0000,$
49987,4356,Incentive,,0.7000,$/W
49988,4356,Incentive,max,30000.0000,$
49989,4357,Incentive,,0.8500,$/W
49990,4357,System,max,5.0000,kW
49991,4357,Incentive,,25.0000,$/W
49992,4357,System,max,50.0000,kW
49993,4357,Incentive,max,15000.0000,$
49994,7060,Incentive,,2.0000,"$/first year kWh savings"
49995,7060,Incentive,max,10000.0000,$
49996,7574,Incentive,,1.0000,"$/first year kWh savings"
49997,7574,Incentive,max,10000.0000,$
49998,268,Incentive,,0.0600,$/kWh
49999,268,System,max,30.0000,kW
50000,1758,Incentive,,0.0900,$/kWh
50001,1758,System,min,30.0000,kW
50002,1758,System,max,200.0000,kW
50003,1759,Incentive,,0.0500,$/kWh
50004,1759,System,min,200.0000,kW
50005,1759,System,max,2000.0000,kW
50006,2476,System,max,100.0000,kW
50007,2476,Incentive,,60.0000,$/kW
50008,2477,System,max,250.0000,"Square Feet"
50009,2477,Incentive,,20.0000,"$/square foot"
50010,2478,Incentive,,180.0000,$/ton
50011,2478,System,max,25.0000,Tons
50012,2479,System,min,100.0000,kW
50013,2479,System,max,375.0000,kW
50014,2479,Incentive,,30.0000,$/kW
50015,2480,Incentive,,10.0000,"$/square foot"
50016,2480,Incentive,max,5000.0000,$
50017,2480,System,min,250.0000,"Square Feet"
50018,2480,System,max,1200.0000,"Square Feet"
50019,2481,Incentive,,90.0000,$/ton
50020,2481,System,min,25.0000,Tons
50021,2481,System,max,90.0000,Tons
50032,2502,Incentive,,500.0000,$/Unit
50033,2502,System,max,100.0000,"Square Feet"
50034,2502,System,min,10.0000,"Square Feet"
50035,2503,Incentive,,1000.0000,$/Unit
50036,2503,System,max,20.0000,kW
50037,2503,System,min,1.0000,kW
50038,2504,Incentive,max,3000.0000,$/Unit
50039,2504,System,max,10.0000,Tons
50040,2504,System,min,1.0000,Tons
50041,2504,Incentive,min,500.0000,$/Unit
50042,265,Incentive,,0.1400,$/kWh
50043,160,Incentive,max,1.0000,$
50044,160,Incentive,min,15.0000,"$/square foot"
50045,161,Incentive,,500.0000,$
50046,71,Incentive,max,0.2900,"$/kWh (1 year)"
50047,71,Incentive,max,5000.0000,$
50048,71,Incentive,max,60.0000,"% of cost"
50049,71,System,max,40.0000,kW-DC
50050,231,Incentive,min,0.0400,$/kWh
50052,876,Incentive,,30.0000,%
50072,7027,Incentive,,75.0000,"% of cost"
50073,7027,Incentive,max,2000.0000,$
50074,7028,Incentive,max,900.0000,$
50124,7444,Incentive,max,850.0000,$/Unit
50125,7445,Incentive,max,1250.0000,$/Unit
50126,7446,Incentive,,75.0000,$
50127,7447,Incentive,max,100.0000,$
50128,7448,Incentive,max,300.0000,$
50129,7449,Incentive,min,1.0000,"$/square foot"
50130,7449,Incentive,max,8.0000,"$/square foot"
50131,2825,Incentive,max,225.0000,$/Unit
50132,2826,Incentive,,350.0000,$/Unit
50133,2827,Incentive,max,225.0000,$
50134,2828,Incentive,max,400.0000,$
50135,6059,Incentive,max,200.0000,$
50136,7166,Incentive,max,150.0000,$
50137,7167,Incentive,,25.0000,$
50138,7168,Incentive,,150.0000,$
50140,505,Incentive,,5.0000,$/ton
50141,2967,Incentive,,30.0000,%
50142,2967,Incentive,max,9000.0000,$
50143,2969,Incentive,,30.0000,%
50144,2969,Incentive,max,9000.0000,$
50145,2505,Incentive,,300.0000,$
50146,3543,Incentive,,3.0000,%
50147,3543,Incentive,max,750000.0000,$
50148,228,Incentive,,0.9000,$/W
50149,228,Incentive,max,999999.9999,$
50150,229,Incentive,,0.6000,$/W
50151,229,Incentive,max,999999.9999,$
50152,230,Incentive,,0.6000,$/W
50153,230,Incentive,max,999999.9999,$
50154,6758,Incentive,min,100.0000,$
50155,6758,Incentive,max,225.0000,$
50156,6759,Incentive,min,200.0000,$
50157,6759,Incentive,max,300.0000,$
50158,6760,Incentive,max,1500.0000,$
50159,6772,Incentive,max,80.0000,"% of cost"
50164,2253,Incentive,min,100.0000,$/kW
50165,2253,Incentive,max,300.0000,$/kW
50166,2254,Incentive,min,100.0000,$/kW
50167,2254,Incentive,max,200.0000,$/kW
50174,6868,Incentive,max,100.0000,"% of cost"
50175,6868,Incentive,max,50000.0000,$
50176,6869,Incentive,max,80.0000,"% of cost"
50177,6869,Incentive,max,50000.0000,$
50178,6870,Incentive,max,60.0000,"% of cost"
50179,6870,Incentive,max,50000.0000,$
50180,6871,Incentive,,60.0000,"% of cost"
50181,6871,Incentive,max,50000.0000,$
50182,6872,Incentive,max,100.0000,"% of cost"
50183,6872,Incentive,max,50000.0000,$
50184,6873,Incentive,max,80.0000,"% of cost"
50185,6873,Incentive,max,50000.0000,$
50186,2286,Incentive,min,55.0000,$/ton
50187,2286,Incentive,max,20000.0000,$
50188,2287,Incentive,min,2.0000,$/Unit
50189,2287,Incentive,max,20000.0000,$
50190,2288,Incentive,min,20.0000,$/Unit
50191,2288,Incentive,max,20000.0000,$
50192,2289,Incentive,max,20000.0000,$
50193,2289,Incentive,max,30.0000,"% of cost"
50194,2283,Incentive,,300.0000,$/Unit
50195,2284,Incentive,min,259.0000,$/Unit
50196,2284,Incentive,max,701.0000,$
50197,2285,Incentive,min,109.0000,$/Unit
50198,2285,Incentive,max,384.0000,$
50199,5683,Incentive,,600.0000,$/Unit
50200,5684,Incentive,,2000.0000,$/Unit
50201,5685,Incentive,min,250.0000,$/Unit
50202,5685,Incentive,max,1500.0000,$/Unit
50203,7575,Incentive,,250.0000,$/Unit
50204,7576,Incentive,,45.0000,$/Unit
50205,1578,Incentive,,35.0000,%
50206,1578,Incentive,max,2250.0000,$
50207,1579,Incentive,,35.0000,%
50208,1579,Incentive,max,250000.0000,$
50209,1580,Incentive,,35.0000,%
50210,1580,Incentive,max,5000.0000,$
50211,1581,Incentive,,35.0000,%
50212,1581,Incentive,max,500000.0000,
50213,1582,Incentive,,25.0000,%
50214,1582,Incentive,max,1500.0000,$
50215,1583,Incentive,,25.0000,%
50216,1583,Incentive,max,500000.0000,$
50217,1570,Incentive,,35.0000,%
50218,1570,Incentive,max,2250.0000,$
50219,1571,Incentive,,35.0000,%
50220,1571,Incentive,max,250000.0000,$
50221,1572,Incentive,,35.0000,%
50222,1572,Incentive,max,5000.0000,$
50223,1573,Incentive,,35.0000,%
50224,1573,Incentive,max,500000.0000,$
50225,1574,Incentive,,25.0000,%
50226,1574,Incentive,max,1500.0000,$
50227,1575,Incentive,,25.0000,%
50228,1575,Incentive,max,500000.0000,$
50229,434,Incentive,,55.0000,%
50230,434,Incentive,max,20.0000,Years
50231,434,System,min,10.0000,MW
50238,1781,Incentive,,25.0000,%
50239,1781,Incentive,max,3500.0000,$
50240,1774,Incentive,,25.0000,%
50242,3426,Incentive,,50.0000,%
50243,3426,Incentive,max,500.0000,$
50244,1129,System,min,1.0000,MW
50245,7012,Incentive,,50.0000,$
50248,7000,Incentive,,500.0000,$
50249,6988,Incentive,,2500.0000,$
50251,6987,Incentive,,100.0000,$
50252,6977,Incentive,min,400.0000,$
50253,6977,Incentive,max,800.0000,$
50254,6978,Incentive,min,400.0000,$
50255,6978,Incentive,max,800.0000,$
50256,7001,Incentive,min,400.0000,$
50257,7001,Incentive,max,800.0000,$
50258,7002,Incentive,min,400.0000,$
50259,7002,Incentive,max,800.0000,$
50260,7014,Incentive,max,400.0000,$
50263,6862,Incentive,max,50.0000,"% of cost"
50264,6862,Incentive,max,1000.0000,$
50267,6861,Incentive,max,50.0000,"% of cost"
50268,6861,Incentive,max,1000.0000,$
50271,1176,Incentive,,100.0000,%
50272,1176,Incentive,max,1000.0000,$
50273,6892,Incentive,,50.0000,"% of cost"
50274,6892,Incentive,max,19000.0000,$/Unit
50275,6893,Incentive,,50.0000,"% of cost"
50276,6893,Incentive,max,1000.0000,$
50277,5153,Incentive,max,3600.0000,$
50284,6894,Incentive,,50.0000,"% of cost"
50285,6894,Incentive,max,19000.0000,$/Unit
50296,6851,Incentive,,50.0000,"% of cost"
50297,6851,Incentive,max,5000.0000,$
50298,1679,Incentive,,0.2000,$/gallon
50299,1762,Incentive,,0.2000,$/gallon
50300,1659,Incentive,,25.0000,%
50301,1659,Incentive,max,5000.0000,$
50305,347,System,min,2.0000,MW
50306,347,Incentive,,75.0000,%
50307,347,Incentive,max,20.0000,Years
50323,2483,Incentive,,750.0000,$/Unit
50324,2485,Incentive,min,100.0000,$/Unit
50325,2485,Incentive,max,750.0000,$/Unit
50326,2486,Incentive,,300.0000,$/Unit
50327,2487,Incentive,min,300.0000,$/Unit
50328,2487,Incentive,max,350.0000,$/Unit
50329,2488,Incentive,min,400.0000,$/Unit
50330,2488,Incentive,max,600.0000,$/Unit
50331,2489,Incentive,min,50.0000,$/Unit
50332,2489,Incentive,max,75.0000,$/Unit
50333,6481,Incentive,min,0.0700,"$/square foot"
50334,6481,Incentive,max,0.4000,"$/square foot"
50335,7577,Incentive,min,1000.0000,$
50336,7577,Incentive,max,1200.0000,$
50337,7578,Incentive,,2.5000,"$/square foot"
50338,4091,Incentive,,75.0000,$
50339,4094,Incentive,,0.0700,"$/square foot"
50340,6477,Incentive,min,300.0000,$/Unit
50341,6477,Incentive,max,350.0000,$/Unit
50342,6478,Incentive,min,1.5000,"$/square foot"
50343,6478,Incentive,,4.0000,"$/square foot"
50344,6479,Incentive,min,0.0800,"$/square foot"
50345,6479,Incentive,max,0.1200,"$/square foot"
50346,6480,Incentive,,750.0000,$/Unit
50347,7579,Incentive,min,1000.0000,$
50348,7579,Incentive,max,1200.0000,$
50349,7580,Incentive,,0.2000,"$/square foot"
50350,7581,Incentive,min,300.0000,$/Unit
50351,7581,Incentive,max,1000.0000,$/Unit
50352,6470,Incentive,min,50.0000,$/Unit
50353,6470,Incentive,max,75.0000,$/Unit
50354,6471,Incentive,,350.0000,$/Unit
50355,6472,Incentive,min,100.0000,$/Unit
50356,6472,Incentive,max,350.0000,$/Unit
50357,6473,Incentive,min,300.0000,$/Unit
50358,6473,Incentive,max,350.0000,$/Unit
50359,6474,Incentive,min,400.0000,$/Unit
50360,6474,Incentive,max,600.0000,$/Unit
50361,6475,Incentive,,2.5000,"$/square foot"
50362,6476,Incentive,,750.0000,$
50363,7582,Incentive,min,1000.0000,$
50364,7582,Incentive,max,1200.0000,$
50368,1786,Incentive,max,750.0000,$
50369,346,System,min,2.0000,MW
50370,346,Incentive,,75.0000,%
50371,346,Incentive,max,20.0000,Years
50372,6496,Incentive,min,250.0000,$/Unit
50373,6496,Incentive,max,350.0000,$/Unit
50374,6497,Incentive,min,50.0000,$/Unit
50375,6497,Incentive,max,80.0000,$/Unit
50376,6498,Incentive,,80.0000,$/Unit
50377,6499,Incentive,min,2500.0000,$
50378,7583,Incentive,min,700.0000,$
50379,7583,Incentive,max,750.0000,$
50380,7584,Incentive,,25.0000,$
50420,2076,Incentive,,7.2000,%
